match,round,winner,reason,tick,total_kills,headshot_kills,headshot_rate,rifle_kills,awp_kills,pistol_kills,smg_kills,smoke_kills,noscope_kills,wallbang_kills,assisted_kills,avg_kill_distance,max_kill_distance,min_kill_distance,total_damage,avg_damage_per_kill,t_win,ct_win,awp_kills_log,pistol_kills_log,smg_kills_log,smoke_kills_log,wallbang_kills_log,assisted_kills_log,avg_kill_distance_log,min_kill_distance_log,total_kills_scaled,headshot_kills_scaled,headshot_rate_scaled,rifle_kills_scaled,awp_kills_scaled,pistol_kills_scaled,smg_kills_scaled,smoke_kills_scaled,noscope_kills_scaled,wallbang_kills_scaled,assisted_kills_scaled,avg_kill_distance_scaled,max_kill_distance_scaled,min_kill_distance_scaled,total_damage_scaled,avg_damage_per_kill_scaled,total_kills_norm,headshot_kills_norm,headshot_rate_norm,rifle_kills_norm,awp_kills_norm,pistol_kills_norm,smg_kills_norm,smoke_kills_norm,noscope_kills_norm,wallbang_kills_norm,assisted_kills_norm,avg_kill_distance_norm,max_kill_distance_norm,min_kill_distance_norm,total_damage_norm,avg_damage_per_kill_norm
3dmax-vs-falcons-m3-nuke,21,CT,time_ran_out,188734.0,6,3,0.5,6,0,0,0,1,0,0,1,25.948114333333333,43.5151,11.291334,429,71.5,0,1,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,3.2939133258285156,2.508894461218847,-0.22394496729429908,-0.14766683779622344,-0.030884124672680147,0.7973908621687053,-0.7081974910453573,-0.43511614719572067,-0.4032616876259697,0.32504468750309057,0.0,-0.4566296511374095,0.9877786765166167,1.6365255867283723,1.53504901676744,0.7379282318717267,-0.4960640036400019,-0.5044548578331984,0.5714285714285714,0.375,0.5,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6160899001352633,0.7597074871147851,0.41139167186232495,0.3258426966292135,0.37535239629480466
3dmax-vs-falcons-m3-nuke,22,T,ct_killed,193529.0,7,5,0.7142857142857143,6,0,1,0,1,0,0,0,14.078156428571429,34.5959,4.769025,673,96.14285714285714,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,2.713247102359081,1.7525030887720363,0.36494735410922824,0.9007677105569628,0.776822109945699,0.7973908621687053,-0.7081974910453573,0.13698100930235652,-0.4032616876259697,0.32504468750309057,0.0,-0.4566296511374095,-0.5043976220510383,-0.6607126664209513,0.4937376840739478,-0.6772536387835107,0.6223395360605954,0.5235612070779875,0.7142857142857143,0.625,0.7142857142857143,0.75,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.18323037094808425,0.5122305630782586,0.12860347049837828,0.5750766087844741,0.6135435245382889
3dmax-vs-falcons-m3-nuke,23,T,ct_killed,200917.0,7,3,0.42857142857142855,5,0,2,0,0,0,0,0,15.985498857142856,25.079693,8.196292,576,82.28571428571429,1,0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,2.8323599716341645,2.2188003593328802,0.36494735410922824,-0.14766683779622344,-0.30011953621213994,0.35851682175027055,-0.7081974910453573,0.7090781658004337,-0.4032616876259697,-0.773915922626406,0.0,-0.4566296511374095,-0.5043976220510383,-0.29157740714499153,-0.6172738633021785,0.06637965493117873,0.17772829281896455,-0.0545115946401863,0.7142857142857143,0.375,0.42857142857142855,0.625,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.25278506964663194,0.24818876147555208,0.2771997223049102,0.4759959141981614,0.47960416546803986
3dmax-vs-falcons-m3-nuke,24,T,ct_killed,211315.0,9,5,0.5555555555555556,8,1,0,0,0,0,0,0,13.06584928888889,24.35522,3.6878796,742,82.44444444444444,1,0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,2.643749823260594,1.5449803693510513,1.542731996916283,0.9007677105569628,0.17852119541356637,1.6751389430055748,0.17394324341464915,-0.43511614719572067,-0.4032616876259697,-0.773915922626406,0.0,-0.4566296511374095,-0.5043976220510383,-0.8566283304758316,-0.7018556582087231,-0.9118358043359717,0.9386093895005185,-0.04788991306265885,0.9999999999999999,0.625,0.5555555555555556,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1463147563021372,0.22808714366369515,0.08172817478961861,0.6455566905005108,0.4811384078399785
3dmax-vs-falcons-m3-nuke,25,CT,bomb_defused,222099.0,8,6,0.75,7,1,0,0,0,0,1,1,14.0615202125,20.641857,5.0140347,907,113.375,0,1,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,2.712143161002372,1.7940958544199943,0.9538396755127555,1.4249849847335558,0.9114398157154288,1.23626490258714,0.17394324341464915,-0.43511614719572067,-0.4032616876259697,-0.773915922626406,0.0,1.8591350082023104,0.9877786765166167,-0.6639323368067758,-1.1353885955018328,-0.6240925135478499,1.6949068651177257,1.242427513338346,0.8571428571428571,0.75,0.75,0.875,0.2,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1826237011760503,0.12505417511595013,0.1392263729673843,0.8140960163432074,0.7801047120418848
3dmax-vs-falcons-m3-nuke,26,CT,t_killed,230761.0,8,5,0.625,7,0,1,0,3,0,0,0,14.459277,25.4669,7.622099,658,82.25,0,1,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,0.0,2.7382092762183716,2.1543285585137197,0.9538396755127555,0.9007677105569628,0.4402778455213743,1.23626490258714,-0.7081974910453573,0.13698100930235652,-0.4032616876259697,2.5229659077620834,0.0,-0.4566296511374095,-0.5043976220510383,-0.5869529477452341,-0.5720676747204392,-0.05820621241382772,0.5535852200953948,-0.0560014729951303,0.8571428571428571,0.625,0.625,0.875,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.1971286233627738,0.2589324153150681,0.25230439678356975,0.5597548518896833,0.4792589609343536
3dmax-vs-falcons-m3-nuke,27,CT,t_killed,235373.0,6,0,0.0,4,2,0,0,2,0,1,0,22.059667066666666,40.807648,4.9720654,283,47.166666666666664,0,1,1.0986122886681098,0.0,0.0,1.0986122886681098,0.6931471805599453,0.0,3.1380850770379314,1.7870928307221385,-0.22394496729429908,-1.7203186603260028,-1.915532005448898,-0.0803572186681642,1.0560839778746556,-0.43511614719572067,-0.4032616876259697,1.424005297632587,0.0,1.8591350082023104,-0.5043976220510383,0.883979547558592,1.2189555946753625,-0.6331988273523769,-1.1652726790346217,-1.5195586436682054,0.5714285714285714,0.0,0.0,0.5,0.4,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.47429062278119016,0.6845850666133342,0.1374067071313278,0.1767109295199183,0.1401530406766009
3dmax-vs-falcons-m3-nuke,28,CT,t_killed,242953.0,8,4,0.5,7,1,0,0,0,0,0,0,17.254795875,27.344229,7.33154,609,76.125,0,1,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,2.904427833177101,2.1200483130412486,0.9538396755127555,0.37655043638036967,-0.030884124672680147,1.23626490258714,0.17394324341464915,-0.43511614719572067,-0.4032616876259697,-0.773915922626406,0.0,-0.4566296511374095,-0.5043976220510383,-0.04592551120524105,-0.35289062264243426,-0.12125042408115522,0.328987787942406,-0.3115156108679831,0.8571428571428571,0.5,0.5,0.875,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2990722859920175,0.311021796237636,0.23970661017148084,0.5097037793667007,0.4200563834071688
3dmax-vs-falcons-m3-nuke,29,T,ct_killed,250744.0,8,1,0.125,2,5,0,0,1,0,1,0,25.020442000000003,33.671368,16.185944,762,95.25,1,0,1.791759469228055,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,3.2588824598732113,2.8440918404195292,0.9538396755127555,-1.1961013861494096,-1.4443700352548434,-0.9581052995050336,3.702506181254675,-0.43511614719572067,-0.4032616876259697,0.32504468750309057,0.0,1.8591350082023104,-0.5043976220510383,1.4569896197417764,0.3857991190638819,1.7999391448670832,1.0302818107874527,0.48631424820439395,0.8571428571428571,0.125,0.125,0.25,1.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.5822606471026518,0.48657800056891515,0.6236076153691392,0.6659856996935649,0.6049134111961337
3dmax-vs-falcons-m2-ancient,1,CT,t_killed,2465.0,5,5,1.0,0,0,1,0,0,0,0,3,17.383172079999998,39.178436,5.721678,597,119.4,0,1,0.0,0.6931471805599453,0.0,0.0,0.0,1.3862943611198906,2.911435685279421,1.9053378257455598,-0.8128372886978265,0.9007677105569628,1.8537637561035376,-1.835853380341903,-0.7081974910453573,0.13698100930235652,-0.4032616876259697,-0.773915922626406,0.0,-0.4566296511374095,3.9721312736519265,-0.021080374323851937,1.0287460558198336,-0.4705511880677714,0.27398433517024545,1.4937699918173566,0.4285714285714285,0.625,1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.30375375698803875,0.639380073523887,0.16990771235413332,0.49744637385086826,0.8383407168747484
3dmax-vs-falcons-m2-ancient,2,CT,t_killed,5873.0,5,3,0.6,4,0,0,1,0,0,1,0,10.67663204,21.738241,3.3097932,383,76.6,0,1,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,2.4575895830787102,1.4608899215259954,-0.8128372886978265,-0.14766683779622344,0.3460454514825633,-0.0803572186681642,-0.7081974910453573,-0.43511614719572067,0.7897208049341907,-0.773915922626406,0.0,1.8591350082023104,-0.5043976220510383,-1.3190226627278332,-1.0073864109803712,-0.9938713256247212,-0.7069105725999506,-0.29170022874723145,0.4285714285714285,0.375,0.6,0.5,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.05918761888701285,0.15547503571811877,0.0653354566561831,0.278855975485189,0.4246476037051953
