total_kills,headshot_rate,avg_kill_distance,std_kill_distance,total_damage,avg_damage_per_kill,kill_spread,unique_killers,prop_rifle,prop_awp,prop_pistol,prop_smg,prop_headshot,prop_special,aggression_index,precision_index,range_preference,team_play_index,kill_consistency,economy_tier,skill_expression,match,round,winner,map
-0.33597116912345465,1.655599759900895,0.6785947605317668,-0.2703799766401945,-0.11984686911079828,0.2641091330349172,-0.9263597146239507,-0.010717968940118758,-2.2454297944342927,-0.7653617328792549,3.636917695699457,-0.3928411305327022,1.6176096746576731,0.22066131690779403,0.06790483890937514,1.2640092045214972,0.6785947605317671,-0.010717968940118758,0.7929005722426102,-2.2929186538396933,1.3206902429270837,furia-vs-aurora-m3-overpass,3,T,overpass
-0.33597116912345465,0.98603449951626,-0.4006749143361988,-0.15091307572521168,-0.5558426050035761,-0.6494518315067594,0.8205792838285866,-0.7850912248636872,-1.237902389388955,-0.7653617328792549,-0.6241854641658496,5.628253627956153,0.9567778780131841,0.22066131690779403,-0.44804055020254796,0.19466482030343346,-0.40067491433619873,-0.785091224863687,-0.18431490114189733,-0.9161193790429527,0.660731301523495,furia-vs-aurora-m3-overpass,4,T,overpass
-0.33597116912345465,-1.022661281637646,-1.247182004286362,-0.2352117794162196,-0.4308368345727796,-0.38752176475005484,0.6477205283056653,-0.010717968940118758,-0.7341386868662862,0.05353142391477193,0.5932725815099524,1.1124325590895112,-1.025717511920283,-0.8000395283299297,-0.4236779173907255,-0.889076122565285,-1.2471820042863622,-0.010717968940118758,-1.344901327321066,-0.32606254698720666,-1.3191455226872728,furia-vs-aurora-m3-overpass,5,T,overpass
-0.33597116912345465,-0.3530960212530107,1.0365344036377762,0.9459331344679343,-0.37595625243242997,-0.27252807690564806,-0.03167752565029157,-0.010717968940118758,0.77715242070172,0.05353142391477193,-0.6241854641658496,-0.3928411305327022,-0.364885715275794,0.22066131690779403,-0.34302859228511845,-0.4299858633721894,1.036534403637776,-0.010717968940118758,-0.11501675690374416,0.6573655064390367,-0.22608852598757795,furia-vs-aurora-m3-overpass,6,CT,overpass
-0.33597116912345465,-0.3530960212530107,-0.23864458452651358,-0.18347340352563093,-0.7967073821751106,-1.1541463503794338,-0.7274537493646988,-0.010717968940118758,0.77715242070172,-0.7653617328792549,-0.6241854641658496,-0.3928411305327022,-0.364885715275794,-0.8000395283299297,-0.2624906856858303,-0.7611067123372444,-0.23864458452651363,-0.010717968940118758,0.025580375391100633,-0.12937693630195798,-1.092284636579789,furia-vs-aurora-m3-overpass,7,CT,overpass
-0.33597116912345465,-0.3530960212530107,-0.6879151934858247,0.056464382283301306,-0.8150009095552272,-1.192477579660903,1.815898419510796,0.7636552869834498,0.77715242070172,-0.7653617328792549,-0.6241854641658496,-0.3928411305327022,-0.364885715275794,-0.8000395283299297,-0.5082071661522152,-0.7755032709878991,-0.6879151934858247,0.7636552869834495,-0.8451960124757709,-0.12937693630195798,-1.092284636579789,furia-vs-aurora-m3-overpass,8,T,overpass
-0.33597116912345465,1.655599759900895,0.020835746670805105,1.195780908977675,0.13931143544085284,0.8071348811890604,1.3529684646514655,-0.7850912248636872,1.2809161232243889,-0.7653617328792549,-0.6241854641658496,-0.3928411305327022,1.6176096746576731,0.22066131690779403,-0.4173886051444809,1.6719116996233765,0.02083574667080511,-0.785091224863687,-1.3587430678813026,0.46067989575378804,1.3206902429270837,furia-vs-aurora-m3-overpass,9,T,overpass
-0.33597116912345465,-0.3530960212530107,-0.2547371079648274,-0.6999882538730791,-0.8881750190756934,-1.345802496786779,-0.6497067748486816,-0.010717968940118758,0.27338871817905125,-0.7653617328792549,-0.6241854641658496,2.617706248711725,-0.364885715275794,-0.8000395283299297,-0.31171997586596956,-0.8330895055905172,-0.2547371079648274,-0.010717968940118758,0.670654230963097,0.06730867438329068,-1.092284636579789,furia-vs-aurora-m3-overpass,10,T,overpass
-0.33597116912345465,0.98603449951626,0.27153132146910824,-0.31589207885120707,0.9747158524661753,2.5575943517094752,0.3310101371934635,-0.010717968940118758,0.77715242070172,0.05353142391477193,-0.6241854641658496,-0.3928411305327022,0.9567778780131841,0.22066131690779403,-0.22199078948459125,2.20218494325582,0.27153132146910836,-0.010717968940118758,0.5931223593212179,0.6573655064390367,1.0938293568196,furia-vs-aurora-m3-overpass,11,T,overpass
-0.33597116912345465,-0.3530960212530107,-1.4527967799198027,-0.9769692637997172,-0.5527936837735566,-0.6430632932931815,-0.1242240511528602,-1.5594644807872557,0.77715242070172,-0.7653617328792549,-0.015456441327948586,-0.3928411305327022,-0.364885715275794,2.2620630073832415,-0.35617598307982545,-0.5691525969951837,-1.4527967799198027,-1.5594644807872557,-0.2558529181485102,0.06730867438329068,0.20700952930852717,furia-vs-aurora-m3-overpass,12,CT,overpass
-0.33597116912345465,-0.3530960212530107,0.6003674777620839,-0.6511345161487175,-0.43693467703281846,-0.40029884117721143,-0.13606369194210138,0.7636552869834498,0.77715242070172,0.05353142391477193,-0.6241854641658496,-0.3928411305327022,-0.364885715275794,0.22066131690779403,-0.335408179924374,-0.47797439220770477,0.6003674777620835,0.7636552869834495,1.1281982013163643,0.6573655064390367,-0.22608852598757795,furia-vs-aurora-m3-overpass,13,CT,overpass
