match_id,round_num,map_name,bomb_planted,prev_t_win,prev_ct_win,t_score,ct_score,score_diff,total_kills,total_damage,headshot_rate,kill_duration,smoke_kills,wallbang_kills,map_encoded
vpprodigy-vs-fire-flux-m1-mirage,15,de_mirage,False,1.0,0.0,8.0,6.0,2.0,6.0,304.0,0.5,441.0,1.0,0.0,4
vpprodigy-vs-fire-flux-m1-mirage,16,de_mirage,True,0.0,1.0,9.0,6.0,3.0,10.0,779.0,0.2,3335.0,3.0,1.0,4
vpprodigy-vs-fire-flux-m1-mirage,17,de_mirage,True,1.0,0.0,10.0,6.0,4.0,6.0,480.0,0.6666666666666666,3341.0,0.0,0.0,4
vpprodigy-vs-fire-flux-m1-mirage,18,de_mirage,False,1.0,0.0,11.0,6.0,5.0,8.0,595.0,0.5,442.0,0.0,0.0,4
vpprodigy-vs-fire-flux-m1-mirage,19,de_mirage,False,1.0,0.0,11.0,7.0,4.0,7.0,561.0,0.5714285714285714,1111.0,2.0,0.0,4
vpprodigy-vs-fire-flux-m1-mirage,20,de_mirage,True,0.0,1.0,12.0,7.0,5.0,9.0,660.0,0.5555555555555556,4926.0,2.0,0.0,4
vpprodigy-vs-fire-flux-m1-mirage,21,de_mirage,True,1.0,0.0,13.0,7.0,6.0,5.0,315.0,0.4,1414.0,0.0,0.0,4
vpprodigy-vs-fire-flux-m1-mirage,22,de_mirage,True,1.0,0.0,14.0,7.0,7.0,13.0,1331.0,0.8461538461538461,6430.0,0.0,1.0,4
vpprodigy-vs-fire-flux-m2-train,2,de_train,True,0.0,0.0,1.0,0.0,1.0,8.0,878.0,1.0,2292.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,3,de_train,True,1.0,0.0,2.0,0.0,2.0,6.0,379.0,0.6666666666666666,939.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,4,de_train,False,1.0,0.0,3.0,0.0,3.0,8.0,394.0,0.375,2086.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,5,de_train,False,1.0,0.0,3.0,1.0,2.0,6.0,493.0,0.16666666666666666,2363.0,2.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,6,de_train,False,0.0,1.0,3.0,2.0,1.0,3.0,227.0,0.3333333333333333,2775.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,7,de_train,False,0.0,1.0,3.0,3.0,0.0,6.0,592.0,0.6666666666666666,411.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,8,de_train,True,0.0,1.0,4.0,3.0,1.0,7.0,634.0,0.7142857142857143,8177.0,1.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,9,de_train,True,1.0,0.0,5.0,3.0,2.0,8.0,741.0,0.625,4765.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,10,de_train,True,1.0,0.0,5.0,4.0,1.0,6.0,271.0,0.16666666666666666,868.0,1.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,11,de_train,True,0.0,1.0,5.0,5.0,0.0,8.0,600.0,0.375,5708.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,12,de_train,True,0.0,1.0,6.0,5.0,1.0,6.0,399.0,0.5,3184.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,13,de_train,False,1.0,0.0,6.0,6.0,0.0,5.0,469.0,0.6,4633.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,14,de_train,True,0.0,1.0,7.0,6.0,1.0,6.0,519.0,0.8333333333333334,1384.0,2.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,15,de_train,True,1.0,0.0,8.0,6.0,2.0,2.0,57.0,0.0,386.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,16,de_train,False,1.0,0.0,9.0,6.0,3.0,8.0,528.0,0.625,3569.0,1.0,1.0,1
vpprodigy-vs-fire-flux-m2-train,17,de_train,True,1.0,0.0,10.0,6.0,4.0,7.0,804.0,0.8571428571428571,2452.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,18,de_train,True,1.0,0.0,10.0,7.0,3.0,5.0,324.0,0.2,4708.0,0.0,1.0,1
vpprodigy-vs-fire-flux-m2-train,19,de_train,True,0.0,1.0,10.0,8.0,2.0,8.0,718.0,0.625,2612.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,20,de_train,False,0.0,1.0,10.0,9.0,1.0,6.0,316.0,0.3333333333333333,1006.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,21,de_train,False,0.0,1.0,11.0,9.0,2.0,7.0,401.0,0.2857142857142857,2085.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,22,de_train,False,1.0,0.0,11.0,10.0,1.0,7.0,644.0,0.5714285714285714,3746.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,23,de_train,False,0.0,1.0,11.0,11.0,0.0,7.0,665.0,0.5714285714285714,3395.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,24,de_train,False,0.0,1.0,12.0,11.0,1.0,6.0,444.0,0.5,579.0,1.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,25,de_train,True,1.0,0.0,12.0,12.0,0.0,6.0,482.0,0.6666666666666666,2770.0,2.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,26,de_train,False,0.0,1.0,12.0,13.0,-1.0,6.0,561.0,0.5,3049.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,27,de_train,True,0.0,1.0,12.0,14.0,-2.0,8.0,660.0,0.5,4150.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,28,de_train,True,0.0,1.0,13.0,14.0,-1.0,9.0,615.0,0.3333333333333333,4364.0,3.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,29,de_train,False,1.0,0.0,14.0,14.0,0.0,7.0,596.0,0.5714285714285714,1331.0,0.0,0.0,1
vpprodigy-vs-fire-flux-m2-train,30,de_train,True,1.0,0.0,15.0,14.0,1.0,8.0,645.0,0.625,3708.0,1.0,0.0,1
