match_id,round_num,map_name,round_num,bomb_planted,bomb_defused,bomb_exploded,total_kills,headshot_kills,headshot_rate,avg_kill_distance,kill_distance_std,max_kill_distance,total_damage,kill_duration,kill_tempo,smoke_kills,wallbang_kills,noscope_kills,first_kill_headshot,prev_t_win,prev_ct_win,t_win_streak,t_score,ct_score,score_diff,t_win,ct_win,map_encoded
ecstatic-vs-havu-m3-overpass,2,de_overpass,2,False,False,False,-0.07341288274363472,-0.3739356972097918,-2.2041970734784653,-3.1020357935423437,-2.352930962435268,-2.731041794264015,-0.18990793908869857,-0.7105579898511301,0.3766305414213458,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,False,-0.896119580764924,-1.0169503597462533,-0.7322607901230584,-1.6987859930541895,-1.159047878867603,-0.04789769426172055,0,1,0
ecstatic-vs-havu-m3-overpass,3,de_overpass,3,False,False,False,0.08762182779078978,0.12981918544641827,0.7072925846944654,-0.9549920762553503,-0.005389760604227399,0.19047638042543694,0.02526250876343136,-0.5142891958324731,-0.005134653765637593,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,True,-0.896119580764924,0.9833321660356334,0.04576629938269116,-1.4203348454323594,-1.159047878867603,0.26020098774610356,1,0,0
ecstatic-vs-havu-m3-overpass,4,de_overpass,4,True,False,True,-0.153930238010847,-0.12205825588168676,-0.020579829848767175,0.8526300493019469,0.14036525918360154,0.7622706600008053,-0.07142447169999326,0.1220712993117186,-0.10635164590529327,-0.6570945634259664,0.6474306241928036,-0.1129865365732064,True,1.1159224968016035,-1.0169503597462533,0.8237933888884407,-1.1418836978105296,-1.159047878867603,0.5682996697539276,1,0,0
ecstatic-vs-havu-m3-overpass,5,de_overpass,5,True,False,False,0.0071044725235775265,-0.2060174029910551,-1.1123884516636162,-0.6102361615704485,0.27379827242018917,0.38575447346612673,-0.046833563374035554,-0.13623399678111733,-0.08608217566536416,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,False,1.1159224968016035,-1.0169503597462533,1.60182047839419,-0.8634325501886996,-1.159047878867603,0.8763983517617517,1,0,0
ecstatic-vs-havu-m3-overpass,6,de_overpass,6,True,True,False,0.08762182779078978,-0.03809910877231842,-0.26320396802984486,-0.5586599177107889,-1.2173055765097596,-0.5190966589717106,-0.08148438874243051,0.5494098519272305,-0.10614019279569974,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,True,1.1159224968016035,-1.0169503597462533,-0.7322607901230584,-0.8634325501886996,-0.9640984829873984,0.5682996697539276,0,1,0
ecstatic-vs-havu-m3-overpass,7,de_overpass,7,True,False,True,-0.31496494854527146,-0.12205825588168676,1.071228791966082,0.5970403137068626,3.3622441110957397,1.7765914388104185,-0.16811145216341788,-0.5149376610109488,-0.07389522116604069,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,True,-0.896119580764924,0.9833321660356334,0.04576629938269116,-0.5849814025668696,-0.9640984829873984,0.8763983517617517,1,0,0
ecstatic-vs-havu-m3-overpass,8,de_overpass,8,True,False,True,-0.153930238010847,-0.03809910877231842,0.7072925846944654,0.12604822864383924,-0.09095796232250417,-0.3299729533217446,-0.12060628835190867,0.3440625454099132,-0.11095289145972377,-0.6570945634259664,0.6474306241928036,-0.1129865365732064,True,1.1159224968016035,-1.0169503597462533,0.8237933888884407,-0.3065302549450396,-0.9640984829873984,1.184497033769576,1,0,0
ecstatic-vs-havu-m3-overpass,9,de_overpass,9,True,True,False,0.08762182779078978,0.04586003833704992,0.2220443083323105,-0.6259345154338578,0.6884096046615988,0.5629754523199108,0.042029037167493434,0.3224470394607219,-0.10129721569496798,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,False,1.1159224968016035,-1.0169503597462533,-0.7322607901230584,-0.3065302549450396,-0.7691490871071939,0.8763983517617517,0,1,0
ecstatic-vs-havu-m3-overpass,10,de_overpass,10,True,True,False,-0.07341288274363472,-0.2060174029910551,-0.9564157914043522,0.6829088233315351,-0.30410170286938054,0.564625200351278,-0.2122633102941147,-0.44922652292540727,-0.05310416996007408,0.45204377767601944,-0.28081328278242085,-0.1129865365732064,False,-0.896119580764924,0.9833321660356334,-0.7322607901230584,-0.3065302549450396,-0.5741996912269892,0.5682996697539276,0,1,0
ecstatic-vs-havu-m3-overpass,11,de_overpass,11,False,False,False,-0.23444759327805922,-0.28997655010042345,-1.330750176026586,-0.26022954176496793,0.3234727117079693,-0.2558556610777423,-0.09992756998689879,-0.3858930904942768,-0.08411423576068167,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,False,-0.896119580764924,0.9833321660356334,-0.7322607901230584,-0.3065302549450396,-0.3792502953467846,0.26020098774610356,0,1,0
ecstatic-vs-havu-m3-overpass,12,de_overpass,12,False,False,False,-0.07341288274363472,-0.2060174029910551,-0.9564157914043522,-0.11379772894056706,-0.4163836927065046,-0.5323579546519305,-0.13904946959637696,0.03431234515800196,-0.09959558940600793,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,False,-0.896119580764924,0.9833321660356334,-0.7322607901230584,-0.3065302549450396,-0.18430089946658001,-0.04789769426172055,0,1,0
ecstatic-vs-havu-m3-overpass,13,de_overpass,13,True,True,False,0.0071044725235775265,0.04586003833704992,0.5253244810586574,-0.5752642512278806,-0.34663028719162864,-0.1610530734439504,-0.024478192168619458,-0.13926016761400412,-0.08587103622935527,-0.6570945634259664,-0.28081328278242085,-0.1129865365732064,True,-0.896119580764924,0.9833321660356334,-0.7322607901230584,-0.3065302549450396,0.010648496413624583,-0.3559963762695446,0,1,0
