player_name,match_id,map_name,kills,deaths,kd_ratio,kills_per_round,headshot_percentage,avg_kill_distance,opening_kills,opening_kill_rate,rounds_with_2k,rounds_with_3k,multi_kill_rate,awp_kills,rifle_kills,assists,assist_per_round
expSasiKi,kaleido-vs-arise-m2-inferno,de_inferno,12,11,1.0909090909090908,0.631578947368421,25.0,11.409442870833333,3,0.15789473684210525,1,1,0.05263157894736842,0,7,6,0.3157894736842105
BENZENE,kaleido-vs-arise-m2-inferno,de_inferno,12,15,0.8,0.631578947368421,91.66666666666666,8.850610158333334,1,0.05263157894736842,3,1,0.15789473684210525,0,9,1,0.05263157894736842
EmbeR,kaleido-vs-arise-m2-inferno,de_inferno,9,13,0.6923076923076923,0.47368421052631576,66.66666666666666,12.75936218888889,0,0.0,3,0,0.15789473684210525,0,3,8,0.42105263157894735
Bhavi,kaleido-vs-arise-m2-inferno,de_inferno,14,16,0.875,0.7368421052631579,57.14285714285714,12.422756183571428,2,0.10526315789473684,4,1,0.21052631578947367,0,7,1,0.05263157894736842
clouda,kaleido-vs-arise-m2-inferno,de_inferno,9,17,0.5294117647058824,0.47368421052631576,55.55555555555556,14.429507433333331,1,0.05263157894736842,0,0,0.0,0,5,2,0.10526315789473684
Spinx,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,4,1,4.0,1.0,25.0,19.0141865,1,0.25,1,0,0.25,0,2,1,0.25
MartinezSa,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,0,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0
torzsi,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0
sausoL,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,3,3,1.0,0.75,33.33333333333333,16.302477,0,0.0,1,0,0.25,0,1,0,0.0
xertioN,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,5,1,5.0,1.25,60.0,14.998191,0,0.0,2,1,0.5,0,3,0,0.0
Jimpphat,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,2,0,2.0,0.5,50.0,24.234381,1,0.25,0,0,0.0,0,1,0,0.0
Brollan,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,4,1,4.0,1.0,50.0,12.0386,0,0.0,1,1,0.25,0,2,1,0.25
dav1g,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,0,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.25
mopoz,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,1,3,0.3333333333333333,0.25,100.0,1.2803563,1,0.25,0,0,0.0,0,0,1,0.25
alex ,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno,0,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0
Spinx,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,9,9,1.0,0.6,44.44444444444444,16.56774281111111,3,0.2,3,0,0.2,0,9,4,0.26666666666666666
torzsi,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,13,8,1.625,0.8666666666666667,23.076923076923077,15.286274084615382,2,0.13333333333333333,2,1,0.13333333333333333,6,6,7,0.4666666666666667
MartinezSa,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,7,10,0.7,0.4666666666666667,42.857142857142854,19.554121142857145,0,0.0,1,0,0.06666666666666667,2,3,1,0.06666666666666667
sausoL,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,5,13,0.38461538461538464,0.3333333333333333,40.0,12.4444378,0,0.0,0,0,0.0,0,3,1,0.06666666666666667
xertioN,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,13,5,2.6,0.8666666666666667,38.46153846153847,17.00196207692308,4,0.26666666666666666,2,2,0.13333333333333333,0,11,7,0.4666666666666667
Jimpphat,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,11,11,1.0,0.7333333333333333,63.63636363636363,9.663197390909092,1,0.06666666666666667,2,0,0.13333333333333333,0,10,5,0.3333333333333333
dav1g,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,8,11,0.7272727272727273,0.5333333333333333,75.0,19.26182455,1,0.06666666666666667,2,0,0.13333333333333333,0,8,1,0.06666666666666667
Brollan,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,9,8,1.125,0.6,33.33333333333333,16.364086,1,0.06666666666666667,1,1,0.06666666666666667,0,3,7,0.4666666666666667
mopoz,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,10,12,0.8333333333333334,0.6666666666666666,80.0,11.942029719999999,1,0.06666666666666667,2,0,0.13333333333333333,0,8,1,0.06666666666666667
alex ,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,8,9,0.8888888888888888,0.5333333333333333,75.0,12.5586288125,1,0.06666666666666667,2,1,0.13333333333333333,0,7,0,0.0
riskyb0b,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,11,14,0.7857142857142857,0.4583333333333333,63.63636363636363,21.293213854545453,1,0.041666666666666664,3,0,0.125,0,10,8,0.3333333333333333
-khaN,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,22,13,1.6923076923076923,0.9166666666666666,40.909090909090914,20.463190627272727,2,0.08333333333333333,5,3,0.20833333333333334,7,8,6,0.25
Sowalio,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,20,13,1.5384615384615385,0.8333333333333334,65.0,21.414057614999997,4,0.16666666666666666,7,2,0.2916666666666667,0,16,2,0.08333333333333333
Xant3r,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,13,11,1.1818181818181819,0.5416666666666666,30.76923076923077,14.87036067923077,3,0.125,3,0,0.125,1,9,6,0.25
KIRO,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,5,15,0.3333333333333333,0.20833333333333334,60.0,13.350667419999999,0,0.0,0,0,0.0,0,2,5,0.20833333333333334
1eeR,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,10,18,0.5555555555555556,0.4166666666666667,60.0,18.30482005,2,0.08333333333333333,1,0,0.041666666666666664,0,7,6,0.25
executor,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,19,14,1.3571428571428572,0.7916666666666666,52.63157894736842,16.535571273684212,3,0.125,7,1,0.2916666666666667,0,17,5,0.20833333333333334
bluewh1te,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,16,14,1.1428571428571428,0.6666666666666666,68.75,14.9337074,2,0.08333333333333333,2,0,0.08333333333333333,0,13,10,0.4166666666666667
z1Nny,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,13,14,0.9285714285714286,0.5416666666666666,61.53846153846154,15.951655830769228,2,0.08333333333333333,2,0,0.08333333333333333,0,10,4,0.16666666666666666
kinqie44,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,15,18,0.8333333333333334,0.625,46.666666666666664,9.638072853333334,4,0.16666666666666666,5,1,0.20833333333333334,0,12,6,0.25
FenomeN--,sparta-vs-cybershoke-m1-dust2,de_dust2,20,11,1.8181818181818181,0.8695652173913043,0.0,20.355329913000002,2,0.08695652173913043,5,2,0.21739130434782608,16,0,7,0.30434782608695654
k4nfuz-,sparta-vs-cybershoke-m1-dust2,de_dust2,10,15,0.6666666666666666,0.43478260869565216,60.0,16.12209334,0,0.0,2,1,0.08695652173913043,0,7,3,0.13043478260869565
bl1x1,sparta-vs-cybershoke-m1-dust2,de_dust2,17,15,1.1333333333333333,0.7391304347826086,64.70588235294117,18.947153323529413,3,0.13043478260869565,4,1,0.17391304347826086,0,15,4,0.17391304347826086
notineki,sparta-vs-cybershoke-m1-dust2,de_dust2,12,16,0.75,0.5217391304347826,58.333333333333336,12.664236083333334,1,0.043478260869565216,4,0,0.17391304347826086,0,7,5,0.21739130434782608
1NVISIBLEE,sparta-vs-cybershoke-m1-dust2,de_dust2,23,17,1.3529411764705883,1.0,43.47826086956522,17.443522386956523,2,0.08695652173913043,6,3,0.2608695652173913,0,19,4,0.17391304347826086
Djon8,sparta-vs-cybershoke-m1-dust2,de_dust2,15,14,1.0714285714285714,0.6521739130434783,46.666666666666664,22.085139679999997,0,0.0,5,1,0.21739130434782608,0,12,8,0.34782608695652173
alpha--,sparta-vs-cybershoke-m1-dust2,de_dust2,16,13,1.2307692307692308,0.6956521739130435,31.25,17.4129498375,5,0.21739130434782608,5,1,0.21739130434782608,1,9,9,0.391304347826087
SoLb,sparta-vs-cybershoke-m1-dust2,de_dust2,11,21,0.5238095238095238,0.4782608695652174,45.45454545454545,15.684886118181817,4,0.17391304347826086,3,1,0.13043478260869565,0,6,7,0.30434782608695654
yuramyata,sparta-vs-cybershoke-m1-dust2,de_dust2,10,18,0.5555555555555556,0.43478260869565216,40.0,29.446440340000002,2,0.08695652173913043,1,1,0.043478260869565216,6,2,6,0.2608695652173913
glowiing,sparta-vs-cybershoke-m1-dust2,de_dust2,19,14,1.3571428571428572,0.8260869565217391,57.89473684210527,18.55223497,3,0.13043478260869565,6,1,0.2608695652173913,0,11,7,0.30434782608695654
F0R3VER,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,24,16,1.5,1.0909090909090908,62.5,17.451078487500002,3,0.13636363636363635,8,4,0.36363636363636365,0,24,1,0.045454545454545456
paz,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,18,0.8333333333333334,0.6818181818181818,46.666666666666664,20.466584633333333,4,0.18181818181818182,2,1,0.09090909090909091,0,11,1,0.045454545454545456
FinigaN,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,9,18,0.5,0.4090909090909091,55.55555555555556,17.50877322222222,1,0.045454545454545456,2,0,0.09090909090909091,0,6,2,0.09090909090909091
AquaRS,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,15,1.0,0.6818181818181818,60.0,11.144440773333335,2,0.09090909090909091,5,1,0.22727272727272727,0,11,5,0.22727272727272727
Banjo,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,22,12,1.8333333333333333,1.0,50.0,13.088833154545455,3,0.13636363636363635,6,3,0.2727272727272727,1,9,5,0.22727272727272727
turbo,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,6,14,0.42857142857142855,0.2727272727272727,83.33333333333334,20.621095166666667,1,0.045454545454545456,2,0,0.09090909090909091,0,4,7,0.3181818181818182
shield,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,11,13,0.8461538461538461,0.5,54.54545454545454,23.41249190909091,2,0.09090909090909091,2,0,0.09090909090909091,5,4,4,0.18181818181818182
lasfas,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,17,13,1.3076923076923077,0.7727272727272727,41.17647058823529,23.458413000000004,2,0.09090909090909091,4,3,0.18181818181818182,4,10,4,0.18181818181818182
TriBorgg1,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,15,1.0,0.6818181818181818,13.333333333333334,19.312593879999998,1,0.045454545454545456,3,1,0.13636363636363635,0,11,3,0.13636363636363635
soulfly,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,18,0.8333333333333334,0.6818181818181818,66.66666666666666,22.563560033333335,2,0.09090909090909091,3,2,0.13636363636363635,0,11,9,0.4090909090909091
F0R3VER,vpprodigy-vs-fire-flux-m2-train,de_train,21,16,1.3125,0.7,66.66666666666666,18.357860923809525,4,0.13333333333333333,5,0,0.16666666666666666,0,14,10,0.3333333333333333
paz,vpprodigy-vs-fire-flux-m2-train,de_train,18,20,0.9,0.6,61.111111111111114,15.83955118888889,2,0.06666666666666667,1,1,0.03333333333333333,0,13,6,0.2
FinigaN,vpprodigy-vs-fire-flux-m2-train,de_train,15,20,0.75,0.5,53.333333333333336,18.38597238,1,0.03333333333333333,2,0,0.06666666666666667,0,13,6,0.2
AquaRS,vpprodigy-vs-fire-flux-m2-train,de_train,22,23,0.9565217391304348,0.7333333333333333,59.09090909090909,17.177675372727276,3,0.1,5,1,0.16666666666666666,0,15,6,0.2
Banjo,vpprodigy-vs-fire-flux-m2-train,de_train,23,19,1.2105263157894737,0.7666666666666667,43.47826086956522,13.51162690869565,2,0.06666666666666667,6,1,0.2,0,17,8,0.26666666666666666
turbo,vpprodigy-vs-fire-flux-m2-train,de_train,14,18,0.7777777777777778,0.4666666666666667,85.71428571428571,15.687476235714286,4,0.13333333333333333,3,1,0.1,0,14,5,0.16666666666666666
lasfas,vpprodigy-vs-fire-flux-m2-train,de_train,20,14,1.4285714285714286,0.6666666666666666,30.0,22.986858925,3,0.1,5,1,0.16666666666666666,12,7,3,0.1
shield,vpprodigy-vs-fire-flux-m2-train,de_train,22,18,1.2222222222222223,0.7333333333333333,31.818181818181817,19.173918318181816,4,0.13333333333333333,4,1,0.13333333333333333,15,1,4,0.13333333333333333
TriBorgg1,vpprodigy-vs-fire-flux-m2-train,de_train,22,20,1.1,0.7333333333333333,63.63636363636363,17.15347549090909,1,0.03333333333333333,6,1,0.2,0,20,8,0.26666666666666666
soulfly,vpprodigy-vs-fire-flux-m2-train,de_train,13,22,0.5909090909090909,0.43333333333333335,46.15384615384615,18.296079292307695,5,0.16666666666666666,0,0,0.0,0,9,4,0.13333333333333333
