PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,winner,t_win
4.214348387655236,1.6929961176468133,-1.5916667086857472,0.5699369657965896,0.07372140248169641,-0.2453580180623247,-0.5169917327740161,0.11620025588947779,CT,0
-1.1734497683235225,-0.7428799288997447,-1.465151356591982,-1.8914277560528812,0.06683103266245141,1.419533924087818,-0.9919600152334149,-1.4447690893585063,T,1
-4.1329618104770995,3.334337978187641,-2.509791712015786,-1.9698044450855003,-1.3075573861195031,-0.2866292410988044,0.9506316989470042,0.6875810631320297,T,1
-1.4439984032437858,-1.3976975328492172,0.011561641044993243,-0.47363319229718887,-0.20714126384128817,-0.18575943320357757,0.714084165691749,1.1428186978718113,T,1
0.6940443415655286,-1.6528567474448335,-0.6548830828881286,-1.1156313247190222,0.19150358360181136,-0.6364665870261069,-0.5133286051217002,-1.3196074052238222,T,1
-5.268391732079016,3.107320060391147,-1.3665796749977908,0.2994194893545309,0.09555206089909966,-1.21578330944676,0.012318919072184515,-0.3398520317781703,T,1
-2.809453986430353,1.6195175248659692,0.8828049549281665,0.6427787420936241,-0.7208806452631377,-0.5785241605612491,0.505820895915854,0.28244319865219264,T,1
-3.3309516516597655,1.8424208218745213,-0.7744754400236668,-0.6758676850400022,-0.6167355511313847,-1.2106658135741524,0.2653460212328407,-0.25043197916244453,T,1
-0.7019479322565005,-1.8702368382924177,1.2266998412450392,-0.029423444406010395,-1.279787180832304,1.6085825454217937,-1.2026490378365913,0.8457121484369305,CT,0
-0.6809645670560168,2.8199843615058624,-0.510133702058971,-1.8839256175674444,-0.21877756114079586,1.6676200517535282,0.21044739529448567,-0.8129545044529943,T,1
1.2054378209560173,-1.4728512045656534,1.2391580151556985,1.0642639885902274,-0.4065722683798728,-0.7650440348460966,0.8460380229546215,-1.9431709858269461,T,1
-0.6351963850796308,-0.7738149013837649,0.5312435423717963,0.5993510392617368,1.1522093094352348,-1.182594107755511,-1.3929418792415562,-1.330093712691861,CT,0
4.800518671465778,1.5371978409476765,-2.497690772604523,1.2275797809305253,0.07884630975163469,-0.37112190744431894,-1.641151950386949,0.6870543158001892,T,1
-1.0914727780129048,-1.7709255795187717,-1.5293769786356493,3.86061136450746,-0.3457449445019526,0.7643964180725984,0.4856173559824955,-0.6087759967709001,T,1
-0.7235902665270266,-0.1645648552199541,0.18145117187324264,1.0182106939547895,-1.2971870591685195,0.26373283845677425,0.3136098399025167,0.9572863989495581,T,1
-0.4678907661032479,-3.4027298513675968,0.09725363007478434,-0.4902661543949958,1.5781697785343984,-0.3082696500443246,0.7089105043398851,0.7906989709946206,T,1
3.6755591668688803,0.7195666297603969,0.509800416003421,0.44031553411085333,0.008585698856720728,-0.02683149587112637,0.3682994043904665,-0.5552572075739637,CT,0
-0.49451870609339355,1.9895315216219986,2.8983313148083765,-0.7147392711618021,-0.10752263265025089,3.516341558620539,-1.666655977276613,0.5603559711256655,T,1
-1.13196006177295,0.8128427618552267,-1.3547064599338403,-0.622798979102176,0.1272908367553733,0.7603269602947934,0.6597855875203287,-0.9533139820311975,CT,0
0.6095592975198504,1.9762453576301218,1.5557564340611278,0.38980602721988233,-0.7878371995244451,2.5544049312823005,0.8435698759342075,-0.12627226170924719,T,1
-1.3253735405048064,0.6771143622235892,-0.0671303718611725,-0.7935515282843278,-0.8137412979461334,-0.10736421411697591,1.6897338137942655,1.5673471036807187,CT,0
1.7457299519684792,-0.1614768679871976,0.18240231730205644,-0.10986422921570069,-0.9971134556518833,-0.030287220434452044,0.6383474596650003,-0.05157947643724595,T,1
0.5476888313011322,-0.5312362017751009,-0.3047773366122508,-0.29117079666410556,-0.4422626851138893,-0.8545113838416488,-0.9425454033507076,0.3260717793021101,T,1
1.9825268126823081,-1.1371699948141323,1.7147950549133986,-0.30712532631519085,-0.6935370260200212,-0.7053789404066461,-0.41861145804458383,0.2925527245467753,T,1
2.870561278069452,-0.30264933074200523,1.813736065051992,-1.23795112953827,0.7335620890514594,0.967143415436907,0.0757364097908855,-0.31781463910898866,CT,0
1.2753931684252326,-0.9615483228393522,0.9260248050503792,1.0927533479999947,-1.6682338115775475,-0.627012333378364,1.2416522498224987,-0.5659653412594373,CT,0
-3.246682145054239,0.0665376484910064,1.509712328685826,0.6270442834243547,-0.43521451312024745,1.8524857995948272,-0.8179173758771734,0.29200014121707935,CT,0
0.6407163020281108,-0.5255676156054956,1.0972577965175594,-0.5113935727590035,-0.7682351928166301,-0.787105574720568,-0.39044866736530276,0.4174334706639089,CT,0
-1.9946640687940218,3.1888232649227373,2.9786797422044318,0.7254092478573869,1.1946443666745576,0.011858403974960645,-1.668573941215218,-0.6469323644003532,T,1
1.705126915508847,1.0364340438971325,-1.9714540491123116,-1.2613016037701918,3.1903994016809105,0.7443324336223489,2.5398268231204626,1.394881227742199,CT,0
0.17439791434556712,-1.7338140432834463,-0.6119071020698448,-0.6090916458257921,0.1943824735542393,1.9720193064568368,-1.0456228595683068,-1.217104948890549,CT,0
0.3025914671129014,-2.339386013777858,-0.0973650858976178,-1.1617071860842825,1.5314311857674516,0.1133902230399883,0.8668244398525,1.330005497409716,T,1
0.8923122276531956,-0.5576402538459012,1.4751133491126083,0.5279747523577011,-2.091544763041588,-0.41799981912691603,1.18104046807052,0.6134287800336929,T,1
1.7700426286304214,-1.1575306484400543,-1.0801244556473115,-1.0875584054792875,1.2490633840906433,0.0967006085091789,0.41256392049684654,-0.4686934872035358,T,1
-1.9355389226967765,0.6428757365895823,0.09099161774271257,-0.42295382482377514,0.5324885071061514,-0.4249202203452788,-0.8988836536007042,-0.04976340467465436,T,1
-1.8554683903421667,-1.1992629113292377,-0.24704478211811928,-1.0741852329007395,2.223428787371334,-0.8840769285955203,0.23001727656293605,0.985706073090735,T,1
0.21531667578278013,1.2364541870283068,1.9213844754950835,0.07964540727561072,0.35412220726418064,-0.7056056346190293,-0.6982016279120141,0.24005982329246897,T,1
-1.0727416984974367,-1.2358969418625032,0.9784108016407458,1.7770494965253478,0.3799840652085193,-0.3432203239303807,-1.2669463883627101,0.14928178661335395,CT,0
2.2542650150087513,-0.8582333064158375,-0.7107366179862387,-0.8779797927440255,-0.15311524620371433,-0.19881577630219838,0.8356464092168643,-2.108119262619122,T,1
0.7021549975701298,-0.2569583261359468,1.3778448705337578,-0.3244818002808038,0.6204608799101532,1.2601474066797658,-0.12698110009551017,0.47522897068913833,T,1
0.5416807243443762,2.8483314306627214,3.053489775995043,0.2367854832607411,3.961252584980634,-1.0895619283038644,0.3707779318833468,0.6368400296688359,T,1
4.153108725237181,2.5445136209405232,-2.401803941298254,1.6227006894296256,-0.5738162615432599,-0.3695501144879209,-1.6859768478166883,2.062045813318028,T,1
-1.9497313637165794,-0.6177263765169146,-1.7821645268794835,3.8488378737412177,-0.368002551854809,1.5763042621263041,0.8939624094308304,-0.04751639733103462,T,1
-2.427597257760615,-1.859445333326832,-2.139212552191137,-0.134240777553292,0.16126110649392608,0.6087895493594667,-0.836372240612059,-0.20534071498935136,T,1
0.2349467490411837,-2.1499590590496136,-0.1581873882499885,-0.4953334426180962,-0.4903797318087871,-1.057867971885197,-1.2114173132915083,-0.010641786305416706,T,1
-1.59186152540145,0.8636162668680414,1.5009032238315436,3.323959396168694,0.06962032129183611,-0.38878890343527683,0.6991736001736926,-0.8700191716036603,CT,0
-1.2738062240607744,-0.7863544957559391,0.2503427368311492,0.11473788293261135,0.6287866745431355,-0.3956196157292422,0.026313225310833018,1.1716951241796334,CT,0
0.578438670713139,1.589885507253038,1.1014157949124002,-0.3480405215725092,0.5351728694310668,-1.0517979787031964,-0.3669831351139038,-0.6108250412747872,CT,0
-0.6641894538247898,-0.2383161894354906,0.5424979929004436,-0.554397245106961,1.5655846384221555,-0.6802670809370038,-0.2942959881085049,0.23234051177266024,CT,0
2.332559576264414,0.8063530231388769,-2.54742537723918,1.1020070376150095,0.055489743027786656,0.14693685134838083,-1.861677151876108,1.2781472026800587,T,1
-2.1894214705136212,-2.5935094927587694,-1.6832330034591017,3.3264509933136197,1.5706230626042337,0.5959862802966078,1.7820774766469283,0.44674190321133295,T,1
-0.24897585847814482,1.020764883368154,-0.6381782061937302,-0.5571930160663839,-0.9285138199056625,1.8584381507744077,0.6847639949566926,-0.9504362847039415,T,1
-2.8017398949775476,-1.3335001332533596,-0.3501504903500197,-0.9096880071171739,-1.2026410939491348,-1.2591954376718686,-0.9895168015505452,0.8905574522392194,CT,0
-1.86475809709712,0.4260767064219028,-1.3176419115925333,-1.3068266436323854,-0.8545950589811169,-0.02408449864107686,0.13577943201692674,0.38174214543165264,T,1
