round_num,tick,attacker_name,attacker_steamid,attacker_side,victim_name,victim_steamid,victim_side,weapon,headshot,penetrated,thrusmoke,attackerblind,noscope,attackerinair,distance,dmg_health,dmg_armor,hitgroup,assister_name,assister_steamid,assistedflash,match_id,map_name
2,3035,Spinx,76561198063336407,,MartinezSa,76561198370086461,,usp_silencer,False,0,False,False,False,False,9.699467,24,0,right_leg,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
2,3061,Jimpphat,76561198855375325,,alex ,76561198000984547,,usp_silencer,True,0,False,False,False,False,10.365738,130,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
2,3208,Brollan,76561198138828475,,mopoz,76561197998197366,,usp_silencer,True,0,False,False,False,False,5.395988,135,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
2,3255,sausoL,76561197991593267,,Brollan,76561198138828475,,glock,False,0,False,False,False,False,18.567886,23,0,chest,mopoz,76561197998197366,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
2,3296,sausoL,76561197991593267,,Spinx,76561198063336407,,glock,True,0,False,False,False,False,15.510134,99,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
2,3502,xertioN,76561198193174134,,sausoL,76561197991593267,,elite,True,0,False,False,False,False,16.549334,112,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
2,3705,xertioN,76561198193174134,,dav1g,76561198417348056,,elite,True,0,False,False,False,False,22.627506,101,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
3,8088,Jimpphat,76561198855375325,,alex ,76561198000984547,,m4a1_silencer,False,0,True,False,False,False,38.103024,28,5,stomach,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
3,9398,xertioN,76561198193174134,,mopoz,76561197998197366,,m4a1_silencer,False,0,False,False,False,False,10.755702,36,0,chest,Brollan,76561198138828475,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
3,9925,sausoL,76561197991593267,,torzsi,76561198355739212,,galilar,False,0,False,False,False,False,14.829411,23,3,right_arm,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
3,10237,xertioN,76561198193174134,,MartinezSa,76561198370086461,,m4a1_silencer,True,0,False,False,False,False,14.684633,123,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
3,10334,xertioN,76561198193174134,,dav1g,76561198417348056,,m4a1_silencer,False,0,False,False,False,False,10.37378,25,5,chest,Spinx,76561198063336407,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
3,10977,Spinx,76561198063336407,,sausoL,76561197991593267,,mp9,True,0,False,False,False,False,18.010866,86,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
4,15375,mopoz,76561197998197366,,xertioN,76561198193174134,,p250,True,0,False,False,False,False,1.2803563,97,27,head,dav1g,76561198417348056,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
4,15904,Brollan,76561198138828475,,dav1g,76561198417348056,,m4a1_silencer,False,0,False,False,False,False,14.881807,36,0,right_arm,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
4,16031,Spinx,76561198063336407,,mopoz,76561197998197366,,galilar,False,0,False,False,False,False,29.291239,29,0,left_arm,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
4,16045,Brollan,76561198138828475,,MartinezSa,76561198370086461,,m4a1_silencer,False,0,False,False,False,False,17.738176,44,0,stomach,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
4,16223,Brollan,76561198138828475,,alex ,76561198000984547,,tec9,True,0,False,False,False,False,10.138429,110,0,head,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
4,16225,Spinx,76561198063336407,,sausoL,76561197991593267,,galilar,False,0,False,False,False,False,19.055174,29,0,chest,,,False,mouz-vs-gentle-mates-m1-inferno-p1,de_inferno
